TIME;GEO;CITIZEN;AGE;SEX;UNIT;Value;Flag and Footnotes
2008;Poland;Syria;Total;Males;Number;223;
2008;Poland;Syria;Total;Females;Number;23;
2008;Portugal;Foreign country;Total;Total;Number;446,333;
2008;Portugal;Foreign country;Total;Males;Number;;
2008;Portugal;Foreign country;Total;Females;Number;;
2008;Portugal;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Portugal;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Portugal;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Portugal;Syria;Total;Total;Number;96;
2008;Portugal;Syria;Total;Males;Number;;
2008;Portugal;Syria;Total;Females;Number;;
2008;Romania;Foreign country;Total;Total;Number;26.1;
2008;Romania;Foreign country;Total;Males;Number;16,843;
2008;Romania;Foreign country;Total;Females;Number;9,257;
2008;Romania;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Romania;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Romania;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Romania;Syria;Total;Total;Number;1,237;
2008;Romania;Syria;Total;Males;Number;975;
2008;Romania;Syria;Total;Females;Number;262;
2008;Slovenia;Foreign country;Total;Total;Number;68,621;
2008;Slovenia;Foreign country;Total;Males;Number;51,484;
2008;Slovenia;Foreign country;Total;Females;Number;17,137;
2008;Slovenia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Slovenia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Slovenia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Slovenia;Syria;Total;Total;Number;4;
2008;Slovenia;Syria;Total;Males;Number;3;
2008;Slovenia;Syria;Total;Females;Number;1;
2008;Slovakia;Foreign country;Total;Total;Number;40,904;
2008;Slovakia;Foreign country;Total;Males;Number;25.74;
2008;Slovakia;Foreign country;Total;Females;Number;15,164;
2008;Slovakia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Slovakia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Slovakia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Slovakia;Syria;Total;Total;Number;60;
2008;Slovakia;Syria;Total;Males;Number;51;
2008;Slovakia;Syria;Total;Females;Number;9;
2008;Finland;Foreign country;Total;Total;Number;132,708;
2008;Finland;Foreign country;Total;Males;Number;68,532;
2008;Finland;Foreign country;Total;Females;Number;64,176;
2008;Finland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Finland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Finland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Finland;Syria;Total;Total;Number;151;
2008;Finland;Syria;Total;Males;Number;92;
2008;Finland;Syria;Total;Females;Number;59;
2008;Sweden;Foreign country;Total;Total;Number;524,488;
2008;Sweden;Foreign country;Total;Males;Number;267.83;
2008;Sweden;Foreign country;Total;Females;Number;256,658;
2008;Sweden;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Sweden;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Sweden;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Sweden;Syria;Total;Total;Number;3,104;
2008;Sweden;Syria;Total;Males;Number;1,666;
2008;Sweden;Syria;Total;Females;Number;1,438;
2008;United Kingdom;Foreign country;Total;Total;Number;4,020,800;e
2008;United Kingdom;Foreign country;Total;Males;Number;;
2008;United Kingdom;Foreign country;Total;Females;Number;;
2008;United Kingdom;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;United Kingdom;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;United Kingdom;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;United Kingdom;Syria;Total;Total;Number;;
2008;United Kingdom;Syria;Total;Males;Number;;
2008;United Kingdom;Syria;Total;Females;Number;;
2008;Iceland;Foreign country;Total;Total;Number;23.42;
2008;Iceland;Foreign country;Total;Males;Number;14.32;
2008;Iceland;Foreign country;Total;Females;Number;9.1;
2008;Iceland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Iceland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Iceland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Iceland;Syria;Total;Total;Number;8;
2008;Iceland;Syria;Total;Males;Number;6;
2008;Iceland;Syria;Total;Females;Number;2;
2008;Liechtenstein;Foreign country;Total;Total;Number;;
2008;Liechtenstein;Foreign country;Total;Males;Number;;
2008;Liechtenstein;Foreign country;Total;Females;Number;;
2008;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Liechtenstein;Syria;Total;Total;Number;;
2008;Liechtenstein;Syria;Total;Males;Number;;
2008;Liechtenstein;Syria;Total;Females;Number;;
2008;Norway;Foreign country;Total;Total;Number;266.26;
2008;Norway;Foreign country;Total;Males;Number;138,688;
2008;Norway;Foreign country;Total;Females;Number;127,572;
2008;Norway;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Norway;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Norway;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Norway;Syria;Total;Total;Number;375;
2008;Norway;Syria;Total;Males;Number;182;
2008;Norway;Syria;Total;Females;Number;193;
2008;Switzerland;Foreign country;Total;Total;Number;1,602,093;
2008;Switzerland;Foreign country;Total;Males;Number;848,668;
2008;Switzerland;Foreign country;Total;Females;Number;753,425;
2008;Switzerland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Switzerland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Switzerland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Switzerland;Syria;Total;Total;Number;871;
2008;Switzerland;Syria;Total;Males;Number;491;
2008;Switzerland;Syria;Total;Females;Number;380;
2008;Montenegro;Foreign country;Total;Total;Number;;
2008;Montenegro;Foreign country;Total;Males;Number;;
2008;Montenegro;Foreign country;Total;Females;Number;;
2008;Montenegro;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Montenegro;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Montenegro;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Montenegro;Syria;Total;Total;Number;;
2008;Montenegro;Syria;Total;Males;Number;;
2008;Montenegro;Syria;Total;Females;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Total;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Males;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Females;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Syria;Total;Total;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Syria;Total;Males;Number;;
2008;Former Yugoslav Republic of Macedonia. the;Syria;Total;Females;Number;;
2008;Albania;Foreign country;Total;Total;Number;;
2008;Albania;Foreign country;Total;Males;Number;;
2008;Albania;Foreign country;Total;Females;Number;;
2008;Albania;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Albania;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Albania;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Albania;Syria;Total;Total;Number;;
2008;Albania;Syria;Total;Males;Number;;
2008;Albania;Syria;Total;Females;Number;;
2008;Turkey;Foreign country;Total;Total;Number;98,064;
2008;Turkey;Foreign country;Total;Males;Number;43.1;
2008;Turkey;Foreign country;Total;Females;Number;54,964;
2008;Turkey;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Turkey;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Turkey;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Turkey;Syria;Total;Total;Number;1.11;
2008;Turkey;Syria;Total;Males;Number;378;
2008;Turkey;Syria;Total;Females;Number;732;
2008;Andorra;Foreign country;Total;Total;Number;;
2008;Andorra;Foreign country;Total;Males;Number;;
2008;Andorra;Foreign country;Total;Females;Number;;
2008;Andorra;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Andorra;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Andorra;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Andorra;Syria;Total;Total;Number;;
2008;Andorra;Syria;Total;Males;Number;;
2008;Andorra;Syria;Total;Females;Number;;
2008;Moldova;Foreign country;Total;Total;Number;;
2008;Moldova;Foreign country;Total;Males;Number;;
2008;Moldova;Foreign country;Total;Females;Number;;
2008;Moldova;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Moldova;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Moldova;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Moldova;Syria;Total;Total;Number;;
2008;Moldova;Syria;Total;Males;Number;;
2008;Moldova;Syria;Total;Females;Number;;
2008;Ukraine;Foreign country;Total;Total;Number;;
2008;Ukraine;Foreign country;Total;Males;Number;;
2008;Ukraine;Foreign country;Total;Females;Number;;
2008;Ukraine;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2008;Ukraine;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2008;Ukraine;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2008;Ukraine;Syria;Total;Total;Number;;
2008;Ukraine;Syria;Total;Males;Number;;
2008;Ukraine;Syria;Total;Females;Number;;
2009;Belgium;Foreign country;Total;Total;Number;1,009,055;p
2009;Belgium;Foreign country;Total;Males;Number;513.73;p
2009;Belgium;Foreign country;Total;Females;Number;495,325;p
2009;Belgium;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Belgium;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Belgium;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Belgium;Syria;Total;Total;Number;1,633;p
2009;Belgium;Syria;Total;Males;Number;958;p
2009;Belgium;Syria;Total;Females;Number;675;p
2009;Bulgaria;Foreign country;Total;Total;Number;37,132;
2009;Bulgaria;Foreign country;Total;Males;Number;16.66;
2009;Bulgaria;Foreign country;Total;Females;Number;20,472;
2009;Bulgaria;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Bulgaria;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Bulgaria;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Bulgaria;Syria;Total;Total;Number;710;
2009;Bulgaria;Syria;Total;Males;Number;554;
2009;Bulgaria;Syria;Total;Females;Number;156;
2009;Czech Republic;Foreign country;Total;Total;Number;407,541;
2009;Czech Republic;Foreign country;Total;Males;Number;244,757;
2009;Czech Republic;Foreign country;Total;Females;Number;162,784;
2009;Czech Republic;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Czech Republic;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Czech Republic;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Czech Republic;Syria;Total;Total;Number;459;
2009;Czech Republic;Syria;Total;Males;Number;335;
2009;Czech Republic;Syria;Total;Females;Number;124;
2009;Denmark;Foreign country;Total;Total;Number;320,033;
2009;Denmark;Foreign country;Total;Males;Number;159,258;
2009;Denmark;Foreign country;Total;Females;Number;160,775;
2009;Denmark;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Denmark;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Denmark;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Denmark;Syria;Total;Total;Number;742;
2009;Denmark;Syria;Total;Males;Number;338;
2009;Denmark;Syria;Total;Females;Number;404;
2009;Germany (until 1990 former territory of the FRG);Foreign country;Total;Total;Number;7,185,921;
2009;Germany (until 1990 former territory of the FRG);Foreign country;Total;Males;Number;3,674,839;
2009;Germany (until 1990 former territory of the FRG);Foreign country;Total;Females;Number;3,511,082;
2009;Germany (until 1990 former territory of the FRG);Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Germany (until 1990 former territory of the FRG);Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Germany (until 1990 former territory of the FRG);Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Germany (until 1990 former territory of the FRG);Syria;Total;Total;Number;30.79;
2009;Germany (until 1990 former territory of the FRG);Syria;Total;Males;Number;17,221;
2009;Germany (until 1990 former territory of the FRG);Syria;Total;Females;Number;13,569;
2009;Estonia;Foreign country;Total;Total;Number;214,437;
2009;Estonia;Foreign country;Total;Males;Number;107,417;
2009;Estonia;Foreign country;Total;Females;Number;107.02;
2009;Estonia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Estonia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Estonia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Estonia;Syria;Total;Total;Number;;
2009;Estonia;Syria;Total;Males;Number;;
2009;Estonia;Syria;Total;Females;Number;;
2009;Ireland;Foreign country;Total;Total;Number;579.77;
2009;Ireland;Foreign country;Total;Males;Number;294.42;
2009;Ireland;Foreign country;Total;Females;Number;285.35;
2009;Ireland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Ireland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Ireland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Ireland;Syria;Total;Total;Number;195;
2009;Ireland;Syria;Total;Males;Number;127;
2009;Ireland;Syria;Total;Females;Number;68;
2009;Greece;Foreign country;Total;Total;Number;927,584;
2009;Greece;Foreign country;Total;Males;Number;474,803;
2009;Greece;Foreign country;Total;Females;Number;452,781;
2009;Greece;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Greece;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Greece;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Greece;Syria;Total;Total;Number;;
2009;Greece;Syria;Total;Males;Number;;
2009;Greece;Syria;Total;Females;Number;;
2009;Spain;Foreign country;Total;Total;Number;5,386,659;
2009;Spain;Foreign country;Total;Males;Number;2,866,645;
2009;Spain;Foreign country;Total;Females;Number;2,520,014;
2009;Spain;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Spain;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Spain;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Spain;Syria;Total;Total;Number;;
2009;Spain;Syria;Total;Males;Number;;
2009;Spain;Syria;Total;Females;Number;;
2009;France;Foreign country;Total;Total;Number;3,750,406;
2009;France;Foreign country;Total;Males;Number;1,911,605;
2009;France;Foreign country;Total;Females;Number;1,838,801;
2009;France;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;France;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;France;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;France;Syria;Total;Total;Number;;
2009;France;Syria;Total;Males;Number;;
2009;France;Syria;Total;Females;Number;;
2009;Croatia;Foreign country;Total;Total;Number;;
2009;Croatia;Foreign country;Total;Males;Number;;
2009;Croatia;Foreign country;Total;Females;Number;;
2009;Croatia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Croatia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Croatia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Croatia;Syria;Total;Total;Number;;
2009;Croatia;Syria;Total;Males;Number;;
2009;Croatia;Syria;Total;Females;Number;;
2009;Italy;Foreign country;Total;Total;Number;3,402,435;
2009;Italy;Foreign country;Total;Males;Number;1,635,284;
2009;Italy;Foreign country;Total;Females;Number;1,767,151;
2009;Italy;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Italy;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Italy;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Italy;Syria;Total;Total;Number;2,911;
2009;Italy;Syria;Total;Males;Number;1,732;
2009;Italy;Syria;Total;Females;Number;1,179;
2009;Cyprus;Foreign country;Total;Total;Number;124,649;
2009;Cyprus;Foreign country;Total;Males;Number;57,223;
2009;Cyprus;Foreign country;Total;Females;Number;67,426;
2009;Cyprus;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Cyprus;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Cyprus;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Cyprus;Syria;Total;Total;Number;;
2009;Cyprus;Syria;Total;Males;Number;;
2009;Cyprus;Syria;Total;Females;Number;;
2009;Latvia;Foreign country;Total;Total;Number;382,704;
2009;Latvia;Foreign country;Total;Males;Number;179,396;
2009;Latvia;Foreign country;Total;Females;Number;203,308;
2009;Latvia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Latvia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Latvia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Latvia;Syria;Total;Total;Number;;
2009;Latvia;Syria;Total;Males;Number;;
2009;Latvia;Syria;Total;Females;Number;;
2009;Lithuania;Foreign country;Total;Total;Number;30,907;
2009;Lithuania;Foreign country;Total;Males;Number;18,575;
2009;Lithuania;Foreign country;Total;Females;Number;12,332;
2009;Lithuania;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Lithuania;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Lithuania;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Lithuania;Syria;Total;Total;Number;;
2009;Lithuania;Syria;Total;Males;Number;;
2009;Lithuania;Syria;Total;Females;Number;;
2009;Luxembourg;Foreign country;Total;Total;Number;214,848;
2009;Luxembourg;Foreign country;Total;Males;Number;108,308;
2009;Luxembourg;Foreign country;Total;Females;Number;106.54;
2009;Luxembourg;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Luxembourg;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Luxembourg;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Luxembourg;Syria;Total;Total;Number;;
2009;Luxembourg;Syria;Total;Males;Number;;
2009;Luxembourg;Syria;Total;Females;Number;;
2009;Hungary;Foreign country;Total;Total;Number;186,365;
2009;Hungary;Foreign country;Total;Males;Number;97,118;
2009;Hungary;Foreign country;Total;Females;Number;89,247;
2009;Hungary;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Hungary;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Hungary;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Hungary;Syria;Total;Total;Number;822;
2009;Hungary;Syria;Total;Males;Number;611;
2009;Hungary;Syria;Total;Females;Number;211;
2009;Malta;Foreign country;Total;Total;Number;16,791;
2009;Malta;Foreign country;Total;Males;Number;8,926;
2009;Malta;Foreign country;Total;Females;Number;7,865;
2009;Malta;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Malta;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Malta;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Malta;Syria;Total;Total;Number;;
2009;Malta;Syria;Total;Males;Number;;
2009;Malta;Syria;Total;Females;Number;;
2009;Netherlands;Foreign country;Total;Total;Number;637,136;
2009;Netherlands;Foreign country;Total;Males;Number;308.79;
2009;Netherlands;Foreign country;Total;Females;Number;328,346;
2009;Netherlands;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Netherlands;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Netherlands;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Netherlands;Syria;Total;Total;Number;579;
2009;Netherlands;Syria;Total;Males;Number;245;
2009;Netherlands;Syria;Total;Females;Number;334;
2009;Austria;Foreign country;Total;Total;Number;852,604;
2009;Austria;Foreign country;Total;Males;Number;433,328;
2009;Austria;Foreign country;Total;Females;Number;419,276;
2009;Austria;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Austria;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Austria;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Austria;Syria;Total;Total;Number;1,239;
2009;Austria;Syria;Total;Males;Number;743;
2009;Austria;Syria;Total;Females;Number;496;
2009;Poland;Foreign country;Total;Total;Number;;
2009;Poland;Foreign country;Total;Males;Number;;
2009;Poland;Foreign country;Total;Females;Number;;
2009;Poland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Poland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Poland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Poland;Syria;Total;Total;Number;;
2009;Poland;Syria;Total;Males;Number;;
2009;Poland;Syria;Total;Females;Number;;
2009;Portugal;Foreign country;Total;Total;Number;440,277;
2009;Portugal;Foreign country;Total;Males;Number;230,565;
2009;Portugal;Foreign country;Total;Females;Number;209,712;
2009;Portugal;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Portugal;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Portugal;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Portugal;Syria;Total;Total;Number;24;
2009;Portugal;Syria;Total;Males;Number;13;
2009;Portugal;Syria;Total;Females;Number;11;
2009;Romania;Foreign country;Total;Total;Number;31,354;
2009;Romania;Foreign country;Total;Males;Number;19,991;
2009;Romania;Foreign country;Total;Females;Number;11,363;
2009;Romania;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Romania;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Romania;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Romania;Syria;Total;Total;Number;1,284;
2009;Romania;Syria;Total;Males;Number;1,004;
2009;Romania;Syria;Total;Females;Number;280;
2009;Slovenia;Foreign country;Total;Total;Number;70,554;b
2009;Slovenia;Foreign country;Total;Males;Number;52,001;b
2009;Slovenia;Foreign country;Total;Females;Number;18,553;b
2009;Slovenia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Slovenia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Slovenia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Slovenia;Syria;Total;Total;Number;5;b
2009;Slovenia;Syria;Total;Males;Number;4;b
2009;Slovenia;Syria;Total;Females;Number;1;b
2009;Slovakia;Foreign country;Total;Total;Number;52,545;
2009;Slovakia;Foreign country;Total;Males;Number;34,056;
2009;Slovakia;Foreign country;Total;Females;Number;18,489;
2009;Slovakia;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Slovakia;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Slovakia;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Slovakia;Syria;Total;Total;Number;70;
2009;Slovakia;Syria;Total;Males;Number;59;
2009;Slovakia;Syria;Total;Females;Number;11;
2009;Finland;Foreign country;Total;Total;Number;142,288;
2009;Finland;Foreign country;Total;Males;Number;74,545;
2009;Finland;Foreign country;Total;Females;Number;67,743;
2009;Finland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Finland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Finland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Finland;Syria;Total;Total;Number;152;
2009;Finland;Syria;Total;Males;Number;92;
2009;Finland;Syria;Total;Females;Number;60;
2009;Sweden;Foreign country;Total;Total;Number;547,664;
2009;Sweden;Foreign country;Total;Males;Number;280,663;
2009;Sweden;Foreign country;Total;Females;Number;267,001;
2009;Sweden;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Sweden;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Sweden;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Sweden;Syria;Total;Total;Number;3,145;
2009;Sweden;Syria;Total;Males;Number;1,711;
2009;Sweden;Syria;Total;Females;Number;1,434;
2009;United Kingdom;Foreign country;Total;Total;Number;4,244,092;
2009;United Kingdom;Foreign country;Total;Males;Number;2,072,687;
2009;United Kingdom;Foreign country;Total;Females;Number;2,171,405;
2009;United Kingdom;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;United Kingdom;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;United Kingdom;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;United Kingdom;Syria;Total;Total;Number;;
2009;United Kingdom;Syria;Total;Males;Number;;
2009;United Kingdom;Syria;Total;Females;Number;;
2009;Iceland;Foreign country;Total;Total;Number;24,379;
2009;Iceland;Foreign country;Total;Males;Number;14,012;
2009;Iceland;Foreign country;Total;Females;Number;10,367;
2009;Iceland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Iceland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Iceland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Iceland;Syria;Total;Total;Number;;
2009;Iceland;Syria;Total;Males;Number;;
2009;Iceland;Syria;Total;Females;Number;;
2009;Liechtenstein;Foreign country;Total;Total;Number;11.77;
2009;Liechtenstein;Foreign country;Total;Males;Number;5,978;
2009;Liechtenstein;Foreign country;Total;Females;Number;5,792;
2009;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Liechtenstein;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Liechtenstein;Syria;Total;Total;Number;1;
2009;Liechtenstein;Syria;Total;Males;Number;1;
2009;Liechtenstein;Syria;Total;Females;Number;0;
2009;Norway;Foreign country;Total;Total;Number;302,908;
2009;Norway;Foreign country;Total;Males;Number;160,337;
2009;Norway;Foreign country;Total;Females;Number;142,571;
2009;Norway;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Norway;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Norway;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Norway;Syria;Total;Total;Number;397;
2009;Norway;Syria;Total;Males;Number;195;
2009;Norway;Syria;Total;Females;Number;202;
2009;Switzerland;Foreign country;Total;Total;Number;1,669,715;
2009;Switzerland;Foreign country;Total;Males;Number;886,501;
2009;Switzerland;Foreign country;Total;Females;Number;783,214;
2009;Switzerland;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Switzerland;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Switzerland;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Switzerland;Syria;Total;Total;Number;972;
2009;Switzerland;Syria;Total;Males;Number;549;
2009;Switzerland;Syria;Total;Females;Number;423;
2009;Montenegro;Foreign country;Total;Total;Number;;
2009;Montenegro;Foreign country;Total;Males;Number;;
2009;Montenegro;Foreign country;Total;Females;Number;;
2009;Montenegro;Non-EU-28 countries nor reporting country;Total;Total;Number;;
2009;Montenegro;Non-EU-28 countries nor reporting country;Total;Males;Number;;
2009;Montenegro;Non-EU-28 countries nor reporting country;Total;Females;Number;;
2009;Montenegro;Syria;Total;Total;Number;;
2009;Montenegro;Syria;Total;Males;Number;;
2009;Montenegro;Syria;Total;Females;Number;;
2009;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Total;Number;;
2009;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Males;Number;;
2009;Former Yugoslav Republic of Macedonia. the;Foreign country;Total;Females;Number;;
2009;Former Yugoslav Republic of Macedonia. the;Non-EU-28 countries nor reporting country;Total;Total;Number;;
